Journal,IDno,Year,Volume,Issue,ArticleTitle,FirstFemale,LastFemale,TotalFemale,TotalMale,TotalAuthors,TotalAmbiguous,Bird,anyFEM,firstFEM,lastFEM,Pfem,Pmale
CONDOR,860,2011,113,4,Different Grazing Strategies are Necessary to Conserve Endangered Grassland Birds in Short and Tall Salty Grasslands of the Flooding Pampas,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,861,2011,113,4,Intercontinental Gene Flow among Western Arctic Populations of Lesser Snow Geese,Y,N,3,2,5,0,Y,1,1,0,0.6,0.4
CONDOR,862,2011,113,4,"Speciation, Subspecies Divergence, and Paraphyly in the Cinnamon Teal and Blue-Winged Teal",N,N,1,6,7,0,Y,1,0,0,0.142857143,0.857142857
CONDOR,863,2011,113,4,"The Status and Breeding Biology of Ospreys in Hokkaido, Japan",U,N,0,1,3,2,Y,0,0,0,0,0.333333333
CONDOR,864,2011,113,4,Nest-Site Fidelity and Dispersal of Gyrfalcons Estimated by Noninvasive Genetic Sampling,N,N,1,5,6,0,Y,1,0,0,0.166666667,0.833333333
CONDOR,865,2011,113,4,Residence Time and Movements of Postbreeding Shorebirds on the Northern Coast of Alaska,Y,Y,3,2,5,0,Y,1,1,1,0.6,0.4
CONDOR,866,2011,113,4,Seasonal and Age-Dependent Dietary Partitioning between the Great Black-Backed and Herring Gulls,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,867,2011,113,4,Phylogeography of the Rufous-Tailed Hummingbird (Amazilia tzacatl),N,N,1,5,6,0,Y,1,0,0,0.166666667,0.833333333
CONDOR,868,2011,113,4,Use of Early-Successional Managed Northern Forest by Mature-Forest Species during the Post-Fledging Period,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
CONDOR,869,2011,113,4,Nest Predation and Circulating Corticosterone Levels within and among Species,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
CONDOR,870,2011,113,4,Survival and Movements of Fledgling Willow and Dusky Flycatchers,Y,N,3,2,5,0,Y,1,1,0,0.6,0.4
CONDOR,871,2011,113,4,Estimating Western Scrub-Jay Density in California by Multiple-Covariate Distance Sampling,N,Y,1,2,3,0,Y,1,0,1,0.333333333,0.666666667
CONDOR,872,2011,113,4,Innate Immunity is Not Related to the Sex of Adult Tree Swallows During the Nestling Period,N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,873,2011,113,4,Geographic Origins and Timing of Fall Migration of the Veery in Northern Colombia,Y,Y,2,2,4,0,Y,1,1,1,0.5,0.5
CONDOR,874,2011,113,4,A Cryptic New Species of Thrush (Turdidae: Turdus) from Western Amazonía,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,875,2011,113,4,Assortative Mating in Relation to Plumage Traits Shared by Male and Female American Robins,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,876,2011,113,4,Arthropod Communities Associated with Habitats Occupied by Breeding Swainson's Warblers,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,877,2011,113,4,Shifts in Dominant Nest Predators Along a Rural-To-Urban Landscape Gradient,Y,Y,2,0,2,0,Y,1,1,1,1,0
CONDOR,878,2011,113,4,Stages of Plumage Maturation of the Tawny-Bellied Seedeater: Evidence of Delayed Plumage Maturation and Cryptic Differentiation between Juveniles and Females,Y,N,2,2,4,0,Y,1,1,0,0.5,0.5
CONDOR,879,2011,113,4,Influence of Climate Change on Avian Migrants' First Arrival Dates,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,880,2012,114,1,Assessing Migratory Double Breeding Through Complementary Specimen Densities and Breeding Records,N,Y,1,4,5,0,Y,1,0,1,0.2,0.8
CONDOR,881,2012,114,1,BirdHabitat Relationships in Interior Columbia Basin Shrubsteppe,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,882,2012,114,1,Seasonal and Multiannual Patterns in Avian Assemblage Structure and Composition in Northern Chilean Thorn-Scrub,N,N,0,6,6,0,Y,0,0,0,0,1
CONDOR,883,2012,114,1,"Effects of Nutritional and Anti-Nutritional Properties of Seeds on the Feeding Ecology of Seed-Eating Birds of the Monte Desert, Argentina",N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,884,2012,114,1,Use of Mainland Habitats by Supposed River-Island Obligate Birds Along the Amazon River in Peru,U,N,0,1,2,1,Y,0,0,0,0,0.5
CONDOR,885,2012,114,1,"Factors Affecting Lipid Reserves and Foraging Activity of Buffleheads, Common Goldeneyes, and Long-Tailed Ducks During Winter at Lake Ontario",N,Y,1,3,4,0,Y,1,0,1,0.25,0.75
CONDOR,886,2012,114,1,Microhabitat Selection for Nesting and Brood-Rearing by the Greater Sage-Grouse in Xeric Big Sagebrush,N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,887,2012,114,1,The Parental Dilemma Under Variable Predation Pressure: Adaptive Variation in Nest Attendance by Great Egrets,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,888,2012,114,1,Evidence for Population Bottlenecks and Subtle Genetic Structure in the Yellow Rail,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
CONDOR,889,2012,114,1,Predicting the Spatial Distribution of King Rails in an Agricultural Landscape,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,890,2012,114,1,Factors Affecting Incubation Patterns and Sex Roles of Black Oystercatchers in Alaska,N,Y,2,2,4,0,Y,1,0,1,0.5,0.5
CONDOR,891,2012,114,1,Variability in Foraging Behavior and Implications for Diet Breadth among Semipalmated Sandpipers Staging in the Upper Bay of Fundy,Y,Y,2,2,4,0,Y,1,1,1,0.5,0.5
CONDOR,892,2012,114,1,Temporal Analysis of mtDNA Variation Reveals Decreased Genetic Diversity in Least Terns,Y,Y,3,0,3,0,Y,1,1,1,1,0
CONDOR,893,2012,114,1,Wetland Selection by Breeding and Foraging Black Terns in the Prairie Pothole Region of the United States,Y,Y,2,0,2,0,Y,1,1,1,1,0
CONDOR,894,2012,114,1,Post-Fledging Habitat Selection by the Slender-Billed Parakeet (Enicognathus leptorhynchus) in a Fragmented Agricultural Landscape of Southern Chile,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,895,2012,114,1,Woodpecker Nest Survival in Burned and Unburned Managed Ponderosa Pine Forests of the Northwestern United States,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,896,2012,114,1,"Response of Brown Creepers to Elevation and Forest Edges in the Southern Sierra Nevada, California",Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,897,2012,114,1,Lethal and Sublethal Effects of Botfly (Philornis seguyi) Parasitism on House Wren Nestlings,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,898,2012,114,1,Early Onset of Incubation and Eggshell Bacterial Loads in a Temperate-Zone Cavity-Nesting Passerine,N,N,2,3,5,0,Y,1,0,0,0.4,0.6
CONDOR,899,2012,114,1,No Evidence for Individual Assortment by Temperament Relative to Patch Area or Patch Openness in the Bobolink,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,900,2012,114,1,Frequent Vocalizing is Negatively Associated with Brood Parasitism in a Host of the Brown-Headed Cowbird,Y,Y,2,0,2,0,Y,1,1,1,1,0
CONDOR,901,2012,114,1,Demography and Breeding Ecology of the Critically Endangered Montserrat Oriole,N,N,1,9,10,0,Y,1,0,0,0.1,0.9
CONDOR,902,2012,114,2,Diurnal and Nocturnal Birds Vocalize at Night: A Review,Y,Y,1,0,1,0,Y,1,1,1,1,0
CONDOR,903,2012,114,2,A Century of Avian Community Turnover in an Urban Green Space in Northern California,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
CONDOR,904,2012,114,2,Influence of Patch Size and Shape on Occupancy by Shrubland Birds,N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,905,2012,114,2,"Diversity, Community Structure, and Niche Characteristics within a Diurnal Raptor Assemblage of Northwestern Peru",N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,906,2012,114,2,The Effect of Kleptoparasitic Bald Eagles and Gyrfalcons on the Kill Rate of Peregrine Falcons Hunting Dunlins Wintering in British Columbia,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
CONDOR,907,2012,114,2,Within-Year Survival of Nonbreeding Crested Caracaras,N,Y,1,2,3,0,Y,1,0,1,0.333333333,0.666666667
CONDOR,908,2012,114,2,Migration and Over-Wintering of Red Knots (Calidris canutus rufa) along the Atlantic Coast of the United States,Y,N,3,3,6,0,Y,1,1,0,0.5,0.5
CONDOR,909,2012,114,2,The Breeding Biology of the Northern Pygmy-Owl: Do the Smallest of the Small Have an Advantage?,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,910,2012,114,2,Vocal and Visual Conspecific Cues Influence the Behavior of Chimney Swifts at Provisioned Habitat,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,911,2012,114,2,Courtship Displays and Sonations of a Hybrid Male Broad-Tailed × Black-Chinned Hummingbird,N,Y,2,1,3,0,Y,1,0,1,0.666666667,0.333333333
CONDOR,912,2012,114,2,Reevaluating the Cost of Natal Dispersal: Post-Fledging Survival of Red-Bellied Woodpeckers,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,913,2012,114,2,Foraging-Habitat Selection of Black-Backed Woodpeckers in Forest Burns of Southwestern Idaho,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,914,2012,114,2,Parents or Predators: Examining Intraseasonal Variation in Nest Survival for a Migratory Passerine,Y,N,2,3,5,0,Y,1,1,0,0.4,0.6
CONDOR,915,2012,114,2,Assessing the Distributions and Potential Risks from Climate Change for the Sichuan Jay (Perisoreus internigrans),U,U,0,0,3,3,Y,0,0,0,0,0
CONDOR,916,2012,114,2,Clutch Investment in the Chilean Swallow (Tachycineta meyeni) Shifts with Time of Breeding and Position in the Sequence of Laying,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,917,2012,114,2,Opportunistic use of a Wool-Like Artificial Material as Lining of Tit (Paridae) Nests,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,918,2012,114,2,"Low Levels of Extra-Pair Paternity in a Neotropical Duetting Songbird, the Rufous-and-White Wren (Thryothorus rufalbus)",Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,919,2012,114,2,Nest Attendance and Reproductive Success in the Wood Thrush,Y,Y,2,0,2,0,Y,1,1,1,1,0
CONDOR,920,2012,114,2,Juvenal Plumage Polymorphism in Yellow Warblers is Not Associated with Sex,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,921,2012,114,2,"Relative Consistency in Size, Shape, and Coloration of Savannah Sparrow Eggs within and between Breeding Seasons",N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,922,2012,114,2,"Winter Survivorship and Site Fidelity of Nelson's, Saltmarsh, and Seaside Sparrows in North Carolina",Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
CONDOR,923,2012,114,3,"Timing, Duration, and Intensity of Molt in Birds of a Neotropical Savanna in Brazil",Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,924,2012,114,3,"Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho",N,N,2,2,4,0,Y,1,0,0,0.5,0.5
CONDOR,925,2012,114,3,Avian Collision Mortality at 50- and 60-M Guyed Towers in Central California,N,N,2,6,8,0,Y,1,0,0,0.25,0.75
CONDOR,926,2012,114,3,Using Long-Term Constant-Effort Banding Data to Monitor Population Trends of Migratory Birds: A 33-Year Assessment of Adjacent Coastal Stations,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,927,2012,114,3,Predicting Occupancy of Wintering Migratory Birds: is Microhabitat Information Necessary?,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,928,2012,114,3,Lack of Stable-Isotope Differences Between Canada Goose Populations Nesting in the Subarctic and Temperate Zones,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,929,2012,114,3,Directionality of the Drumming Display of the Ruffed Grouse,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
CONDOR,930,2012,114,3,"Bryan's Shearwaters Have Survived on the Bonin Islands, Northwestern Pacific",U,U,0,0,6,6,Y,0,0,0,0,0
CONDOR,931,2012,114,3,The Development and Use of a Method to Fill Time Gaps in Migration Counts,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,932,2012,114,3,"Mechanisms of Coexistence in Vultures: Understanding the Patterns of Vulture Abundance at Carcasses in Masai Mara National Reserve, Kenya",Y,N,1,4,5,0,Y,1,1,0,0.2,0.8
CONDOR,933,2012,114,3,"Spatial Analysis of Northern Goshawk Territories in the Black Hills, South Dakota",N,N,1,6,7,0,Y,1,0,0,0.142857143,0.857142857
CONDOR,934,2012,114,3,Small Population Size Of The Pribilof Rock Sandpiper Confirmed Through Distance-Sampling Surveys In Alaska,N,Y,1,3,5,1,Y,1,0,1,0.2,0.6
CONDOR,935,2012,114,3,Temporal Variation in Flock Size and Habitat Use of Parrots in New Caledonia,N,N,2,3,5,0,Y,1,0,0,0.4,0.6
CONDOR,936,2012,114,3,High Coordination and Equitable Parental Effort in the Rufous Hornero,Y,Y,3,1,4,0,Y,1,1,1,0.75,0.25
CONDOR,937,2012,114,3,"An Integrative Approach to Species-Level Systematics Reveals the Depth of Diversification in an Andean Thamnophilid, the Long-Tailed Antbird",N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,938,2012,114,3,"Differences in Space Use by Common Ravens in Relation to Sex, Breeding Status, and Kinship",N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,939,2012,114,3,"The Influence of Food Abundance on Nest-Box Occupancy and Territory Size in the Tree Swallow, a Species That Does Not Defend a Feeding Territory",N,N,0,1,1,0,Y,0,0,0,0,1
CONDOR,940,2012,114,3,Variation in Assemblages of Feather Bacteria in Relation to Plumage Color in Female Great Tits,U,U,0,0,6,6,Y,0,0,0,0,0
CONDOR,941,2012,114,3,Environmental and Within-Nest Factors Influencing Nestling-Feeding Patterns of Mediterranean Blue Tits (Cyanistes caeruleus),N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,942,2012,114,3,"Brown-Headed Nuthatch Occupancy in Central Florida and Its Relationship to Forest Type, Forest Structure, and the Presence of Red-Cockaded Woodpeckers",N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,943,2012,114,3,Similar Patterns of Parental Provisioning in a Monogamous and a Polygynous Population of the House Wren,N,Y,2,1,3,0,Y,1,0,1,0.666666667,0.333333333
CONDOR,944,2012,114,3,Road Crossing by Birds in a Tropical Forest in Northern Vietnam,N,Y,2,2,4,0,Y,1,0,1,0.5,0.5
CONDOR,945,2012,114,3,Hatching Order and Seasonal Timing of Development Predict Bill Morphology of Nestling and Adult Lincoln's Sparrows,N,N,0,1,1,0,Y,0,0,0,0,1
CONDOR,946,2012,114,3,Taxonomy and Biogeography of the Monte Yellow-Finch (Sicalis mendozae): Understanding the Endemic Avifauna of Argentina's Monte Desert,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,947,2012,114,4,Are Agrofuels a Conservation Threat or Opportunity for Grassland Birds in the United States?,N,N,1,10,11,0,Y,1,0,0,0.090909091,0.909090909
CONDOR,948,2012,114,4,"Year-Round Bird use of Monotypic Stands of the Chinese Tallow Tree, Triadica Sebifera, in Southeast Texas",Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,949,2012,114,4,Migrating Birds' use of Stopover Habitat in The Southwestern United States,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,950,2012,114,4,"Bird-Community Shifts in Relation To Wind Farms: A Case Study Comparing a Wind Farm, Croplands, and Secondary Forests in Southern Mexico",N,N,2,4,6,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,951,2012,114,4,Effects of Nest Reuse and Onset of Incubation on Microbial Growth and Viability of Wood Duck Eggs,N,Y,1,2,3,0,Y,1,0,1,0.333333333,0.666666667
CONDOR,952,2012,114,4,Stable Carbon and Nitrogen Isotope Discrimination Factors for Quantifying Spectacled Eider Nutrient Allocation to Egg Production,Y,N,2,2,4,0,Y,1,1,0,0.5,0.5
CONDOR,953,2012,114,4,An Experimental Study of Social Attraction in Two Species of Storm-Petrel by Acoustic and Olfactory Cues,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,954,2012,114,4,Group-Foraging Effects on Capture Rate in Wading Birds,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,955,2012,114,4,The Effects of Prey Density on Capture Times and Foraging Success of Course-Hunting Adult Snail Kites,N,N,0,1,2,1,Y,0,0,0,0,0.5
CONDOR,956,2012,114,4,Correlates and Fitness Consequences of Natal Dispersal in Swainson's Hawks,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,957,2012,114,4,Recent Population Decline of the Marbled Murrelet in the Pacific Northwest,Y,N,4,8,12,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,958,2012,114,4,Variation in Plasma Oxidative Status and Testosterone Level in Relation to Egg-Eviction Effort and Age of Brood-Parasitic Common Cuckoo Nestlings,Y,N,1,5,6,0,Y,1,1,0,0.166666667,0.833333333
CONDOR,959,2012,114,4,Dynamics of Breeding-Season Site Occupancy of the California Spotted Owl in Burned Forests,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,960,2012,114,4,"Effects of Cattle Grazing and Fire on the Abundance, Habitat Selection, and Nesting Success of the Bay-Capped Wren-Spinetail (Spartonoica Maluroides) in Coastal Saltmarshes of the Pampas Region",N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,961,2012,114,4,Describing Habitat Occupation by Woodland Birds with Territory Mapping and Remotely Sensed Data: An Example using the Marsh Tit (Poecile palustris),N,Y,1,4,5,0,Y,1,0,1,0.2,0.8
CONDOR,962,2012,114,4,Problems with Using Ptilochronology to Measure the Growth and Nutritional Status of Nestling Bluebirds,Y,Y,2,1,3,0,Y,1,1,1,0.666666667,0.333333333
CONDOR,963,2012,114,4,Variation in Aggression of Black-Throated Blue Warblers Wintering in Jamaica,N,Y,1,3,4,0,Y,1,0,1,0.25,0.75
CONDOR,964,2012,114,4,Predator Vocalizations Alter Parental Return Time at Nests of the Hooded Warbler,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,965,2012,114,4,Effectiveness of Artificial Song Playback on Influencing the Settlement Decisions of an Endangered Resident Grassland Passerine,N,Y,3,2,5,0,Y,1,0,1,0.6,0.4
CONDOR,966,2012,114,4,Evaluating Habitat-Association Models for the Saltmarsh Sparrow,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,967,2012,114,4,"Correlations of Condition, Testosterone, and Age with Multiple Ornaments in Male House Sparrows: Patterns and Implications",Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,968,2013,115,1,"Parental Behavior Controls Asynchronous Hatching, But Not Incubation Period, in the Magellanic Penguin: A Commentary on Rebstock and Boersma (2011)",N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,969,2013,115,1,"Parental Behavior Controls Incubation Period and Asynchrony of Hatching in Magellanic Penguins: Reply to Demongin, Poisbleau and Eens (2013)",Y,Y,2,0,2,0,Y,1,1,1,1,0
CONDOR,970,2013,115,1,Landbird Assemblages in Different Agricultural Landscapes: A Case Study in the Pampas of Central Argentina,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,971,2013,115,1,Multi-Scale Habitat Selection of the Endangered Hawaiian Goose,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,972,2013,115,1,Genetic Structure of the Common Eider in the Western Aleutian Islands Prior to Fox Eradication,Y,N,3,4,7,0,Y,1,1,0,0.428571429,0.571428571
CONDOR,973,2013,115,1,DNA Sequencing Reveals Patterns of Prey Selection in Migrating Sharp-Shinned Hawks,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
CONDOR,974,2013,115,1,Breeding Performance of the Grasshopper Buzzard (Butastur rufipennis) in a Natural and A Human-Modified West African Savanna,N,N,2,7,9,0,Y,1,0,0,0.222222222,0.777777778
CONDOR,975,2013,115,1,A Spatial Analysis of Factors Affecting Nesting Success of Shorebirds in the Canadian Prairies,Y,Y,3,1,4,0,Y,1,1,1,0.75,0.25
CONDOR,976,2013,115,1,Foraging Ecology of Four Gull Species at a Coastal-Urban Interface,N,Y,2,3,5,0,Y,1,0,1,0.4,0.6
CONDOR,977,2013,115,1,"A New Species of Auk (Charadriiformes, Pan-Alcidae) from the Miocene of Mexico",N,N,0,1,1,0,Y,0,0,0,0,1
CONDOR,978,2013,115,1,How Stressed are Birds in an Urbanizing Landscape? Relationships Between the Physiology of Birds and Three Levels of Habitat Alteration,N,N,2,5,7,0,Y,1,0,0,0.285714286,0.714285714
CONDOR,979,2013,115,1,Sap Consumption by the White-Fronted Woodpecker and its Role in Avian Assemblage Structure in Dry Forests,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,980,2013,115,1,Post-Fledging Dispersal Timing and Natal Range Size of Two Songbird Species in an Urbanizing Landscape,N,Y,1,1,2,0,Y,1,0,1,0.5,0.5
CONDOR,981,2013,115,1,Songbird use of Floodplain and Upland Forests Along the Upper Mississippi River Corridor During Spring Migration,N,Y,2,2,4,0,Y,1,0,1,0.5,0.5
CONDOR,982,2013,115,1,Species Limits and Clinal Variation in a Widespread High Andean Furnariid: The Buff-Breasted Earthcreeper (Upucerthia validirostris),N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,983,2013,115,1,A New Species of Softtail (Furnariidae: Thripophaga) from the Delta of the Orinoco River in Venezuela,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,984,2013,115,1,Effects of Adult Behavior and Nest-Site Characteristics on Black-Capped Vireo Nest Survival,Y,N,4,2,6,0,Y,1,1,0,0.666666667,0.333333333
CONDOR,985,2013,115,1,Greater Mass Increases Annual Survival of Prothonotary Warblers Wintering in Northeastern Costa Rica,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,986,2013,115,1,Occurrence of the Connecticut Warbler Increases With Size of Patches of Coniferous Forest,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
CONDOR,987,2013,115,1,Minimal Genetic Structure in the Cerulean Warbler Despite Evidence for Ecological Differentiation Among Populations,Y,Y,3,2,5,0,Y,1,1,1,0.6,0.4
CONDOR,988,2013,115,1,Spatial Scaling of Prevalence and Population Variation in Three Grassland Sparrows,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
CONDOR,989,2013,115,1,How Do Female Red-Winged Blackbirds Allocate Food Within Broods?,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,990,2013,115,2,Specialization on Bamboo by Neotropical Birds,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
CONDOR,991,2013,115,2,"Foraging Behavior of Kaempfer's Woodpecker (Celeus obrieni), a Bamboo Specialist",N,N,1,4,5,0,Y,1,0,0,0.2,0.8
CONDOR,992,2013,115,2,Nestedness and Patch Size of Bamboo-Specialist Bird Communities in Southeastern Peru,N,N,0,1,1,0,Y,0,0,0,0,1
CONDOR,993,2013,115,2,"Natural History, Distribution, and Conservation of Two Nomadic Sporophila Seedeaters Specializing on Bamboo in The Atlantic Forest",N,N,2,6,8,0,Y,1,0,0,0.25,0.75
CONDOR,994,2013,115,2,Bird Diversity and Occurrence of Bamboo Specialists in Two Bamboo Die-Offs in Southeastern Peru,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,995,2013,115,2,Using Theoretical Flight Speeds to Discriminate Birds from Insects in Radar Studies,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,996,2013,115,2,"A Physiological Assessment of Seasonal Differences in Spring and Autumn Migration Stopover at Braddock Bay, Lake Ontario",Y,Y,1,0,1,0,Y,1,1,1,1,0
CONDOR,997,2013,115,2,Age-Specific Survival of Tundra Swans on the Lower Alaska Peninsula,N,Y,1,4,5,0,Y,1,0,1,0.2,0.8
CONDOR,998,2013,115,2,Dabbling Ducks Increase Nest Defense After Partial Clutch Loss,N,Y,1,1,2,0,Y,1,0,1,0.5,0.5
CONDOR,999,2013,115,2,Brownian Bridge Movement Models to Characterize Birds' Home Ranges,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,1000,2013,115,2,Life-History Trade-Offs of Breeding in One-Year-Old Male Cooper'S Hawks,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
CONDOR,1001,2013,115,2,Mitochondrial and Next-Generation Sequence Data used to Infer Phylogenetic Relationships and Species Limits in the Clapper/ King Rail Complex,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,1002,2013,115,2,Factors Influencing Daily Food-Intake Patterns in Birds: A Case Study with Wintering Common Cranes,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,1003,2013,115,2,Expansion Into an Herbivorous Niche by a Customary Carnivore: Black-Tailed Godwits Feeding on Rhizomes of Zostera at a Newly Established Wintering Site,N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,1004,2013,115,2,Variation in Primary Molt in the Least Auklet,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,1005,2013,115,2,"A Model Approach for Estimating Colony Size, Trends, and Habitat Associations of Burrow-Nesting Seabirds",N,Y,1,4,5,0,Y,1,0,1,0.2,0.8
CONDOR,1006,2013,115,2,An Appraisal of the use of Hydrogen-Isotope Methods to Delineate Origins of Migratory Saw-Whet Owls in North America,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
CONDOR,1007,2013,115,2,Phylogeny and Classification of Automolus Foliage-Gleaners and Allies (Furnariidae),N,N,1,5,6,0,Y,1,0,0,0.166666667,0.833333333
CONDOR,1008,2013,115,2,What Determines the Rates of Double Brooding in the Western Bluebird?,Y,Y,3,0,3,0,Y,1,1,1,1,0
CONDOR,1009,2013,115,2,Habitat Partitioning and Niche Overlap of Two Forest Thrushes in the Southern Appalachian SpruceFir Forests,N,N,0,3,3,0,Y,0,0,0,0,1
CONDOR,1010,2013,115,2,Survival of Fledgling Ovenbirds: Influences of Habitat Characteristics at Multiple Spatial Scales,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,1011,2013,115,2,Male-Skewed Sex Ratio in Saltmarsh Sparrow Nestlings,N,N,2,2,4,0,Y,1,0,0,0.5,0.5
CONDOR,1012,2013,115,2,Molt Intensity and Conservation of a Molt Migrant (Passerina ciris) in Northwest Mexico,N,N,0,1,1,0,Y,0,0,0,0,1
CONDOR,1013,2013,115,2,"Linking a Static Signal to Current Condition: Song-Repertoire Size, Corticosterone, and Immunity in the Brown-Headed Cowbird",N,N,0,4,4,0,Y,0,0,0,0,1
CONDOR,1014,2013,115,2,More Misleading Trend Analysis of Hawaiian Forest Birds,N,Y,1,1,2,0,Y,1,0,1,0.5,0.5
CONDOR,1015,2013,115,3,Use of Stable Isotopes of Hydrogen to Predict Natal Origins of Juvenile Merlins and Northern Harriers Migrating Through the Florida Keys,Y,Y,3,0,3,0,Y,1,1,1,1,0
CONDOR,1016,2013,115,3,Conservation Reliance Among California's At-Risk Birds,N,N,0,2,2,0,Y,0,0,0,0,1
CONDOR,1017,2013,115,3,Age at First Return to the Breeding Colony and Juvenile Survival of Sooty Shearwaters,N,N,4,8,12,0,Y,1,0,0,0.333333333,0.666666667
CONDOR,1018,2013,115,3,Eggshell Thinning and Depressed Hatching Success of California Condors Reintroduced to Central California,N,N,6,4,10,0,Y,1,0,0,0.6,0.4
CONDOR,1019,2013,115,3,Discrimination Factors for Stable Isotopes of Carbon and Nitrogen in Blood and Feathers from Chicks and Juveniles of the California Condor,Y,N,4,4,8,0,Y,1,1,0,0.5,0.5
